isolate,country,arcC,aroE,glpF,gmk,pta,tpi,yqiL,ST (MLST),clonal_complex (MLST)
ERR381006,Canada,3,3,1,1,4,4,3,8,CC8
ERR418562,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418506,Unknown,4,168,1,8,1,10,8,1281,
ERR418626,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425716,Unknown,332,2,2,2,6,3,2,2994,CC30
ERR418715,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422949,Unknown,1,4,1,4,12,1,10,5,CC5
ERR302671,Unknown,14,16,11,2,244,12,14,2273,
ERR418368,Unknown,2,2,2,2,3,3,2,36,CC30
ERR381009,Canada,3,3,1,1,4,4,3,8,CC8
ERR380997,Canada,3,3,1,1,4,4,3,8,CC8
ERR418410,Unknown,3,3,1,1,4,4,3,8,CC8
ERR380996,Canada,3,3,1,1,4,4,3,8,CC8
ERR418336,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418623,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418340,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418329,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418413,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418607,Unknown,3,35,19,2,20,26,39,398,
ERR418908,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425697,Unknown,1,4,1,4,12,1,28,105,CC5
ERR425605,Unknown,1,4,1,4,12,1,28,105,CC5
ERR425624,Unknown,332,2,2,2,6,3,2,2994,CC30
ERR418363,Unknown,2,2,2,2,3,3,2,36,CC30
ERR419061,Unknown,2,2,454,2,3,3,2,3423,CC30
ERR419010,Unknown,19,23,15,2,19,20,15,59,
ERR418639,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418332,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418537,Unknown,,2,69,2,6,3,2,,
ERR418667,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418328,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418425,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418676,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418609,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418430,Unknown,2,2,150,2,6,3,2,1530,CC30
ERR418727,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418338,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419103,Unknown,8,2,2,2,6,3,2,34,CC30
ERR418660,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418519,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418491,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418490,Unknown,7,6,1,5,8,8,6,22,CC22
ERR423019,USA,2,2,291,2,6,3,2,2374,CC30
ERR418498,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418540,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418545,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425623,Unknown,4,1,4,1,5,5,4,25,
ERR418662,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425611,Unknown,2,2,2,2,6,3,2,30,CC30
ERR423011,USA,2,2,2,2,6,3,2,30,CC30
ERR422997,USA,332,2,2,2,6,3,2,2994,CC30
ERR418437,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418330,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418357,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418563,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410132,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377350,Unknown,6,5,6,2,7,14,5,121,CC121
ERR418971,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418505,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418456,Unknown,1,3,1,8,11,5,11,12,
ERR410109,Unknown,3,27,1,1,1,1,10,109,CC1
ERR422904,USA,332,2,2,2,6,3,2,2994,CC30
ERR425691,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418548,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418501,Unknown,2,2,2,2,2,2,2,39,CC30
ERR422918,USA,2,2,2,2,6,3,2,30,CC30
ERR425703,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418571,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418335,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418343,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418636,Unknown,3,1,1,1,1,5,3,97,CC97
ERR422899,USA,2,2,2,2,6,3,2,30,CC30
ERR419134,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425608,Unknown,2,2,2,2,6,3,2,30,CC30
ERR410062,Unknown,2,2,2,2,6,3,2,30,CC30
ERR376847,Unknown,2,2,2,2,6,3,2,30,CC30
ERR422992,USA,2,2,2,2,6,3,2,30,CC30
ERR418331,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418573,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418421,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418535,Unknown,12,4,1,4,12,1,3,6,CC5
ERR439013,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418558,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419181,Unknown,19,23,15,2,19,20,15,59,
ERR418584,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418499,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418517,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418665,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418359,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418471,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418560,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418333,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418342,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418431,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418354,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418450,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418392,Unknown,2,2,2,2,6,3,2,30,CC30
ERR423014,USA,2,2,2,2,6,3,2,30,CC30
ERR422921,USA,2,2,2,2,6,3,2,30,CC30
ERR425700,Unknown,2,2,2,2,6,3,2,30,CC30
ERR302673,Unknown,14,16,11,2,244,12,14,2273,
ERR418358,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377045,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418375,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418334,Unknown,2,2,2,2,3,3,2,36,CC30
ERR425598,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418482,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418484,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418365,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418446,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418360,Unknown,7,6,1,5,8,8,6,22,CC22
ERR388531,Unknown,1,1,1,1,22,1,1,772,CC1
ERR418418,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418503,Unknown,7,6,1,5,8,8,6,22,CC22
ERR302724,UK,7,6,1,5,8,8,6,22,CC22
ERR418370,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418448,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439012,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419092,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418554,Unknown,3,1,1,1,1,5,3,97,CC97
ERR418372,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418459,Unknown,3,3,1,1,4,4,3,8,CC8
ERR425669,Unknown,3,3,1,1,4,4,3,8,CC8
ERR422858,USA,3,3,1,1,4,4,3,8,CC8
ERR425761,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418559,Unknown,13,13,1,1,12,11,13,15,CC15
ERR357885,Thailand,2,3,1,1,4,4,3,239,CC8
ERR360249,Thailand,2,3,1,1,4,4,3,239,CC8
ERR302706,Unknown,6,79,397,47,7,70,61,177,
ERR418427,Unknown,25,26,28,18,407,33,27,3424,
ERR418534,Unknown,19,23,15,2,19,20,15,59,
ERR418566,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418390,Unknown,2,2,2,2,2,2,2,39,CC30
ERR418608,Unknown,1,1,1,1,12,1,1,573,CC1
ERR418588,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419097,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419060,Unknown,2,2,454,2,3,3,2,3423,CC30
ERR418723,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425604,Unknown,2,2,291,2,6,3,2,2374,CC30
ERR422926,USA,2,2,291,2,6,3,2,2374,CC30
ERR425696,Unknown,2,2,291,2,6,3,2,2374,CC30
ERR422951,USA,3,3,1,1,4,4,3,8,CC8
ERR425659,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418622,Unknown,3,1,1,1,1,5,3,97,CC97
ERR439055,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410130,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418550,Unknown,19,23,15,2,19,20,15,59,
ERR419075,Unknown,3,27,1,1,1,1,10,109,CC1
ERR418394,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418480,Unknown,19,23,15,2,19,20,15,59,
ERR418804,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418382,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418371,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418454,Unknown,10,14,8,6,10,3,2,45,CC45
ERR377399,Unknown,6,5,6,2,7,14,5,121,CC121
ERR418369,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418367,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418356,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418538,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418376,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418381,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418349,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418364,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418384,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418379,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422881,USA,2,2,2,2,6,3,2,30,CC30
ERR418434,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418604,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418555,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418373,Unknown,8,2,2,2,6,3,2,34,CC30
ERR418570,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418684,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418479,Unknown,1,1,1,1,1,1,1,1,CC1
ERR422974,USA,2,2,2,2,6,3,2,30,CC30
ERR418522,Unknown,3,1,1,1,1,5,3,97,CC97
ERR418645,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418447,Unknown,4,1,4,1,5,5,4,25,
ERR419107,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418686,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377178,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418378,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418468,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418366,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418341,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418355,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418637,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418461,Unknown,19,23,15,2,19,20,15,59,
ERR439014,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418746,Unknown,13,13,1,1,12,11,13,15,CC15
ERR410134,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418429,Unknown,12,4,1,4,12,1,3,6,CC5
ERR418500,Unknown,3,1,1,8,1,1,1,188,CC1
ERR357978,Thailand,2,3,1,1,4,4,3,239,CC8
ERR425751,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425646,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425738,Unknown,2,2,2,2,6,3,2,30,CC30
ERR302721,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418348,Unknown,2,2,2,2,3,3,2,36,CC30
ERR439066,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418681,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418952,Unknown,2,2,2,2,3,3,2,36,CC30
ERR439271,Unknown,13,13,1,186,12,11,13,3013,CC15
ERR418520,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418344,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418353,Unknown,2,2,2,2,3,3,2,36,CC30
ERR418509,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419161,Unknown,3,3,1,1,4,4,3,8,CC8
ERR439051,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418516,Unknown,12,3,1,1,408,4,3,3426,CC8
ERR418361,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419014,Unknown,16,16,12,2,13,13,15,50,
ERR422895,USA,13,13,1,186,12,11,13,3013,CC15
ERR418347,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410129,Unknown,13,355,1,1,12,11,13,2445,CC15
ERR418598,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418586,Unknown,1,4,1,4,12,1,10,5,CC5
ERR425746,Unknown,3,3,1,1,4,4,3,8,CC8
ERR377052,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377159,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377273,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418582,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410110,Unknown,13,354,1,1,12,11,13,2441,CC15
ERR418466,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418937,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418568,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425701,Unknown,1,4,1,4,12,1,10,5,CC5
ERR377035,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418521,Unknown,3,35,19,2,20,26,39,398,
ERR418504,Unknown,2,2,2,2,2,2,2,39,CC30
ERR418483,Unknown,3,1,14,15,11,19,3,101,
ERR418396,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419223,Unknown,19,23,15,2,19,20,15,59,
ERR418536,Unknown,13,13,1,1,12,1,13,199,CC15
ERR418954,Unknown,2,2,2,2,3,3,2,36,CC30
ERR439089,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418502,Unknown,1,1,1,1,1,1,1,1,CC1
ERR418619,Unknown,8,2,2,2,6,3,2,34,CC30
ERR418439,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418666,Unknown,10,14,8,13,10,3,2,54,CC45
ERR377098,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418426,Unknown,4,1,4,1,5,5,4,25,
ERR410088,Unknown,8,2,2,2,6,3,2,34,CC30
ERR419221,Unknown,8,2,2,2,6,3,2,34,CC30
ERR419198,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425671,Unknown,1,4,1,4,12,1,10,5,CC5
ERR419059,Unknown,7,6,1,5,8,8,436,3427,CC22
ERR418576,Unknown,2,2,455,2,2,2,2,3428,CC30
ERR419220,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419232,Unknown,2,2,2,2,2,2,2,39,CC30
ERR439007,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418673,Unknown,10,11,8,6,10,3,2,47,CC45
ERR425690,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418959,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419214,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418979,Unknown,19,23,15,2,19,20,15,59,
ERR418420,Unknown,1,4,1,4,12,1,10,5,CC5
ERR425579,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418581,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439058,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418393,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419135,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439052,Unknown,7,6,1,5,8,8,437,3429,CC22
ERR418591,Unknown,13,13,1,1,12,11,13,15,CC15
ERR439072,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439042,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419068,Unknown,8,2,2,2,6,3,2,34,CC30
ERR418694,Unknown,10,14,8,6,10,3,2,45,CC45
ERR422876,USA,3,1,1,1,1,5,3,97,CC97
ERR425599,Unknown,1,4,1,4,12,1,10,5,CC5
ERR418440,Unknown,22,1,14,23,12,4,31,88,
ERR418532,Unknown,3,35,19,2,20,26,39,398,
ERR418551,Unknown,19,23,15,2,19,20,15,59,
ERR419133,Unknown,380,2,2,2,6,3,2,3430,CC30
ERR332245,Unknown,2,2,2,2,6,3,2,30,CC30
ERR425654,Unknown,3,3,1,1,4,4,3,8,CC8
ERR422929,USA,13,13,1,1,12,11,13,15,CC15
ERR439054,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439085,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439024,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439029,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439034,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439057,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439028,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439040,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418424,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419204,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418388,Unknown,2,2,2,2,6,3,2,30,CC30
ERR419013,Unknown,19,23,15,2,19,20,15,59,
ERR302718,UK,7,6,1,5,8,8,6,22,CC22
ERR377300,Unknown,1,1,1,1,22,1,1,772,CC1
ERR410061,Unknown,8,2,2,2,6,3,2,34,CC30
ERR439030,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439025,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419144,Unknown,2,2,2,2,2,2,2,39,CC30
ERR419138,Unknown,13,13,1,1,12,11,13,15,CC15
ERR419129,Unknown,1,1,1,1,1,1,1,1,CC1
ERR418409,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410081,Unknown,8,2,2,2,6,3,2,34,CC30
ERR419230,Unknown,6,5,6,2,95,17,19,1693,CC121
ERR418443,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377165,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418507,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377359,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439067,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439039,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439046,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439038,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439036,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439056,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439006,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377204,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377341,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439045,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419056,Unknown,2,2,2,2,6,3,2,30,CC30
ERR439088,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439009,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439079,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422984,USA,3,3,1,1,4,4,3,8,CC8
ERR377027,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377210,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422873,USA,3,3,1,1,4,4,3,8,CC8
ERR377209,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377316,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377342,Unknown,7,6,1,5,8,8,6,22,CC22
ERR410136,Unknown,2,2,2,2,2,2,2,39,CC30
ERR419156,Unknown,19,23,15,2,19,20,15,59,
ERR418423,Unknown,1,4,1,4,12,1,10,5,CC5
ERR419069,Unknown,7,6,1,5,8,8,436,3427,CC22
ERR422869,USA,3,1,1,8,1,1,1,188,CC1
ERR422932,USA,1,4,1,4,12,1,10,5,CC5
ERR410099,Unknown,12,4,1,4,12,1,3,6,CC5
ERR418433,Unknown,3,37,19,2,20,26,32,291,
ERR418549,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418511,Unknown,13,13,1,1,12,11,13,15,CC15
ERR418438,Unknown,13,13,1,1,12,11,13,15,CC15
ERR439047,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425661,Unknown,3,3,1,1,4,4,3,8,CC8
ERR422866,USA,3,3,1,1,4,4,3,8,CC8
ERR377083,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439078,Unknown,7,6,1,5,8,8,6,22,CC22
ERR423027,USA,3,3,1,1,4,4,3,8,CC8
ERR418969,Unknown,4,9,1,8,1,10,8,20,
ERR418386,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418417,Unknown,2,499,456,2,2,2,2,3432,
ERR425609,Unknown,1,4,1,4,12,1,10,5,CC5
ERR439015,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439069,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439060,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR439061,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR439093,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR439064,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439065,Unknown,7,6,1,5,8,8,438,3433,CC22
ERR439031,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418524,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418380,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418606,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439021,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439008,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439043,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439005,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439048,Unknown,7,6,1,5,8,8,6,22,CC22
ERR302711,UK,7,6,1,5,8,8,6,22,CC22
ERR418578,Unknown,1,1,457,1,1,1,1,3434,CC1
ERR418597,Unknown,1,3,1,8,11,5,11,12,
ERR439086,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439022,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419121,Unknown,10,14,8,6,31,3,2,1532,CC45
ERR419108,Unknown,19,500,15,2,19,20,136,3435,
ERR302701,UK,7,6,1,5,8,8,6,22,CC22
ERR377367,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419112,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377143,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377163,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377312,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418585,Unknown,3,3,1,1,4,4,3,8,CC8
ERR418467,Unknown,3,37,19,2,20,26,32,291,
ERR302726,UK,7,6,1,5,8,8,6,22,CC22
ERR425730,Unknown,1,4,1,4,12,1,10,5,CC5
ERR302712,UK,7,6,1,5,8,8,6,22,CC22
ERR418717,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418529,Unknown,4,1,4,1,5,5,4,25,
ERR418389,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418792,Unknown,7,6,1,256,8,8,6,3436,CC22
ERR423030,USA,19,23,15,2,19,20,15,59,
ERR439092,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425740,Unknown,19,23,15,2,41,20,15,87,
ERR377114,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377123,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377286,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418691,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422892,USA,1,4,1,4,12,1,28,105,CC5
ERR418488,Unknown,3,1,1,8,1,1,1,188,CC1
ERR422872,USA,3,1,1,1,1,5,3,97,CC97
ERR418965,Unknown,10,14,8,6,10,3,2,45,CC45
ERR418533,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418599,Unknown,1,1,1,1,1,1,1,1,CC1
ERR377115,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377028,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377097,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377116,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377037,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377069,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377051,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377233,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377092,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418546,Unknown,1,1,1,1,1,1,1,1,CC1
ERR418477,Unknown,1,4,1,4,12,1,10,5,CC5
ERR377340,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377331,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377313,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425636,Unknown,3,3,1,1,4,4,3,8,CC8
ERR419076,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377088,Unknown,7,6,1,5,8,8,6,22,CC22
ERR377174,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439075,Unknown,7,6,1,5,8,8,6,22,CC22
ERR422972,USA,19,23,15,2,41,20,15,87,
ERR419213,Unknown,2,2,2,2,6,3,439,3437,CC30
ERR377305,Unknown,1,1,1,1,22,1,1,772,CC1
ERR439070,Unknown,7,6,1,5,8,8,6,22,CC22
ERR425728,Unknown,3,3,1,1,4,4,3,8,CC8
ERR439076,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439050,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439035,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439027,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439094,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439044,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439062,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439081,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439023,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439068,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR439059,Unknown,258,6,1,5,8,8,6,2371,CC22
ERR419102,Unknown,8,2,2,2,6,3,2,34,CC30
ERR311159,Unknown,6,5,6,2,7,14,5,121,CC121
ERR418485,Unknown,2,2,2,2,6,374,2,3438,CC30
ERR419005,Unknown,2,2,2,2,6,3,2,30,CC30
ERR418633,Unknown,3,3,1,1,4,4,3,8,CC8
ERR419136,Unknown,2,2,2,2,2,2,2,39,CC30
ERR425665,Unknown,1,4,1,4,12,1,10,5,CC5
ERR425670,Unknown,16,16,281,2,13,13,15,2224,
ERR422874,USA,3,3,1,1,4,4,3,8,CC8
ERR418453,Unknown,1,1,1,1,1,1,1,1,CC1
ERR418976,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418350,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419054,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419201,Unknown,7,6,1,5,8,8,6,22,CC22
ERR439026,Unknown,7,6,1,5,8,8,6,22,CC22
ERR419089,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418956,Unknown,1,3,1,8,11,375,11,3439,
ERR418541,Unknown,13,13,1,1,12,11,13,15,CC15
ERR423023,USA,3,3,1,1,4,4,3,8,CC8
ERR419180,Unknown,7,6,1,5,8,8,6,22,CC22
ERR418470,Unknown,13,13,1,1,12,11,13,15,CC15
ERR422958,USA,1,4,1,4,12,1,10,5,CC5
ERR418587,Unknown,5,4,1,4,4,6,3,7,
ERR418411,Unknown,1,3,1,8,11,5,11,12,
